coverage,weighted_spearman,n
0.5,0.7930058732812406,4692
0.55,0.7911857056469432,5161
0.6,0.7851533596569066,5631
0.65,0.7784031259242382,6100
0.7,0.7741332553232916,6569
0.75,0.7653990353996403,7038
0.8,0.766517678283575,7508
0.85,0.7691710873428527,7977
0.9,0.7686308556340942,8446
0.95,0.7700644565313688,8915
1.0,0.7724387465607623,9385
